ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
87170858556203008|251529644|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"@ChicodeOeiras @dita_dura o Louçã demitiu-se de coordenador do bloco?"|"@chicodeoeiras @dita_dura o louçã demitiu-se de coordenador do bloco?"
87232400299532288|53149244|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:chumbou(-1) ; score:-1;"|"RT @apombalivre: Passos chumbou o PEC4 de Sócrates,dizendo que não havia crise internacional nem crise financeira que justificassem mais ..."|"rt @apombalivre: passos chumbou o pec4 de sócrates,dizendo que não havia crise internacional nem crise financeira que justificassem mais ..."
87229842717810688|14284888|"jsocrates"|"sócrates"|0|"Targets: passos coelho,sócrates; sentiTokens:; score:0;"|"O exmo Secr de estado da cultura do passos coelho deve 40 000 dele ao fisco.Fartou~se de chamar nomes a Sócrates. Que nome devo chamar~lhe?"|"o exmo secr de estado da cultura do passos_coelho deve 40 000 dele ao fisco.fartou~se de chamar nomes a sócrates. que nome devo chamar~lhe?"
87220090419953664|10799642|"jsocrates"|"socrates"|0|"Targets: socrates; sentiTokens:; score:0;"|"RT @dedraGrip: [Portugal] just before leaving office, Socrates Government deleted Economy and Treasury Ministries computers  http://bit. ..."|"rt @dedragrip: [portugal] just before leaving office, socrates government deleted economy and treasury ministries computers  http://bit. ..."
87207325332541440|19162043|"jsocrates"|"josé sócrates"|0|"Targets: josé sócrates; sentiTokens:nova(0) ; score:0;"|"http://tiny.cc/W4afp A nova sequela da licenciatura de José Sócrates: Sol, 1.ª página, 7-6-2011 (realce meu)    Sol, 1-7-2011, pp. 4-..."|"http://tiny.cc/w4afp a nova sequela da licenciatura de josé_sócrates: sol, 1.ª página, 7-6-2011 (realce meu)    sol, 1-7-2011, pp. 4-..."
87199196578455552|28624570|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"@seufert E como é que vão anualizar? Se fosse o Sócrates diriam que era inconstitucional impostar à posteriori"|"@seufert e como é que vão anualizar? se fosse o sócrates diriam que era inconstitucional impostar à posteriori"
87197921363243008|120944793|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"@apombalivre ou seja, só me estás a dar razão.. é tudo farinha do mesmo saco! Nem percebo como tenta defender o Sócrates.."|"@apombalivre ou seja, só me estás a dar razão.. é tudo farinha do mesmo saco! nem percebo como tenta defender o sócrates.."
87195603309830144|15896379|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:mentira(-1) ; score:-1;"|"@adamirtorres Penso que ficou exemplificado - o "Fenómeno Mentira" no Sócrates - qd os Banqueiros o encostaram à Parede! Só eu vi isso?"|"@adamirtorres penso que ficou exemplificado - o "fenómeno mentira" no sócrates - qd os banqueiros o encostaram à parede! só eu vi isso?"
87193172920385536|120944793|"jsocrates"|"sócrates"|1|"Targets: sócrates;Regra "não|nunca [V-]|[IDIOM-] ? Pos""->  não contradiz "|"@adamirtorres depois de chegarem ao poder são todos iguais.. não contradiz a minha afirmação.. o lugar do Sócrates é na prisão"|"@adamirtorres depois de chegarem ao poder são todos iguais.. não contradiz a minha afirmação.. o lugar do sócrates é na prisão"
87192614322962432|120944793|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:gatunos(-1) prisão(-1) fundamentalista(-1) ; score:-3;"|"@apombalivre estás a falar como se eu fosse PSD, o lugar de todos os gatunos é na prisão, Sócrates era o primeiro..não sejas fundamentalista"|"@apombalivre estás a falar como se eu fosse psd, o lugar de todos os gatunos é na prisão, sócrates era o primeiro..não sejas fundamentalista"
87191696953184256|120944793|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:prisão(-1) públicos(0) medíocre(-1) ; score:-2;"|"@apombalivre O Passos pode ser medíocre mas olha que o lugar do Sócrates é na prisão por todos os crimes públicos cometidos"|"@apombalivre o passos pode ser medíocre mas olha que o lugar do sócrates é na prisão por todos os crimes públicos cometidos"
87191418438819840|23011527|"jsocrates"|"socrates"|-1|"Targets: socrates;Haha: ahahah "|"socrates? ahahah RT @Dputamadre: Agora? Tivessem Votado #SOCRATES !RT @ChicodeOeiras RT @adamirtorres: Fale… (cont) http://deck.ly/~YRhri"|"socrates? ahahah rt @dputamadre: agora? tivessem votado #socrates !rt @chicodeoeiras rt @adamirtorres: fale… (cont) http://deck.ly/~yrhri"
87191046815092737|15896379|"jsocrates"|"socrates"|1|"Targets: socrates; sentiTokens:verdade(1) ; score:1;"|"Agora? Tivessem Votado #SOCRATES !RT @ChicodeOeiras RT @adamirtorres: Falem a verdade, não queremos ver isto em Portugal http://t.co/XlvxUD4"|"agora? tivessem votado #socrates !rt @chicodeoeiras rt @adamirtorres: falem a verdade, não queremos ver isto em portugal http://t.co/xlvxud4"
87184375648755712|37172533|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"Francisco Assis Teria sido preferível Sócrates demitir-se um ano antes- vídeo http://bit.ly/lNIVIh"|"francisco assis teria sido preferível sócrates demitir-se um ano antes- vídeo http://bit.ly/lnivih"
87183917941137408|155367575|"jsocrates"|"socrates"|0|"Targets: socrates; sentiTokens:dificil(-1) endireitar(1) facil(0) ; score:0;"|"Sem duvida que o Passos tem uma tarefa dificil nas maos. Endireitar o que o Socrates entortou nao é facil."|"sem duvida que o passos tem uma tarefa dificil nas maos. endireitar o que o socrates entortou nao é facil."
87180325112905728|59388944|"jsocrates"|"josé sócrates"|1|"Targets: josé sócrates;Regra "não|nunca [V-]|[IDIOM-] ? Pos""->  não dizer_a_verdade”"|"Passos Coelho: “Não contem comigo para não dizer a verdade”: “Não contem comigo para fazer de José Sócrates, não... http://bit.ly/ky4Dmz"|"passos coelho: “não contem comigo para não dizer_a_verdade”: “não contem comigo para fazer de josé_sócrates, não... http://bit.ly/ky4dmz"
87177245080297472|16349463|"jsocrates"|"sócrates"|0|"Targets: passos coelho,sócrates; sentiTokens:líder(0) ; score:0;"|"Até está lá o fã n°1 do Passos Coelho e líder anti-Sócrates"|"até está lá o fã n°1 do passos_coelho e líder anti-sócrates"
87172874460336128|14363782|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:fresca(0) ; score:0;"|"Deputados do PSD querem conhecer estudos&lt;br&gt; do Governo Sócrates sobre a Linha do Oeste - Tinta Fresca: http://t.co/79hLV6n"|"deputados do psd querem conhecer estudos&lt;br&gt; do governo sócrates sobre a linha do oeste - tinta fresca: http://t.co/79hlv6n"
87165878088634368|19285396|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"Francisco Assis "Teria sido preferível Sócrates demitir-se um ano antes""|"francisco assis "teria sido preferível sócrates demitir-se um ano antes""
87163896724594688|80044192|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:ódio(-1) ; score:-1;"|"@pedroaniceto quem afastou o executivo Sócrates com tanto ódio, não poderia responder com amor...agora vale tudo...até tirar os olhos..."|"@pedroaniceto quem afastou o executivo sócrates com tanto ódio, não poderia responder com amor...agora vale tudo...até tirar os olhos..."
87158426928549888|14284888|"jsocrates"|"sócrates"|-1|"Targets: sócrates;Quoted sentiment: :"foi talvez o mais atacado e injuriado dos políticos portugueses desde sempre.resistiu a tudo"."|"Soares /Sócrates:"Foi talvez o mais atacado e injuriado dos políticos portugueses desde sempre.Resistiu a tudo".E será para sempre o melhor."|"soares /sócrates:"foi talvez o mais atacado e injuriado dos políticos portugueses desde sempre.resistiu a tudo".e será para sempre o melhor."
87139671120936960|55655615|"jsocrates"|"sócrates"|0|"Targets: sócrates,passos coelho; sentiTokens:; score:0;"|"Na falta de Sócrates Balsemão dispensou a MMG. Não a ía querer a dizer mal do Passos Coelho ..."|"na falta de sócrates balsemão dispensou a mmg. não a ía querer a dizer mal do passos_coelho ..."
87138169866305536|20627896|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:chumbou(-1) ; score:-1;"|"RT @apombalivre: Passos chumbou o PEC4 de Sócrates,dizendo que não havia crise internacional nem crise financeira que justificassem mais ..."|"rt @apombalivre: passos chumbou o pec4 de sócrates,dizendo que não havia crise internacional nem crise financeira que justificassem mais ..."
87137486521909249|28419959|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"Francisco Assis Teria sido preferível Sócrates demitir-se um ano antes- vídeo http://bit.ly/lNIVIh"|"francisco assis teria sido preferível sócrates demitir-se um ano antes- vídeo http://bit.ly/lnivih"
87137371031748608|14284888|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:sacrifícios(-1) chumbou(-1) ; score:-2;"|"Passos chumbou o PEC4 de Sócrates,dizendo que não havia crise internacional nem crise financeira que justificassem mais sacrifícios. Mentiu"|"passos chumbou o pec4 de sócrates,dizendo que não havia crise internacional nem crise financeira que justificassem mais sacrifícios. mentiu"
87136873243361280|290673734|"jsocrates"|"josé sócrates"|-1|"Targets: josé sócrates;Heavy Punctuation: !!! "|"Ri a valer agora c/ esta!!! :D José Sócrates feat. Rihanna - Eu sou o PM (Rui Unas feat. Claudia Semedo... http://t.co/fI6QNbF"|"ri a valer agora c/ esta!!! :d josé_sócrates feat. rihanna - eu sou o pm (rui unas feat. claudia semedo... http://t.co/fi6qnbf"
87134601205661696|14284888|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:ódio(-1) traição(-1) ; score:-2;"|"@LuisTebosa Não. O seu modo de ver está desfocado pelo ódio contra Sócrates que já de si está muito próximo da doença.Traição é o que é."|"@luistebosa não. o seu modo de ver está desfocado pelo ódio contra sócrates que já de si está muito próximo da doença.traição é o que é."
87133559999041536|14284888|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:varrido(-1) ; score:-1;"|"@G_L Claro.Esperava mais de alguns pelo menos.O PS se não fosse Sócrates tinha sido varrido do mapa neste eleições.Raio de gente esta."|"@g_l claro.esperava mais de alguns pelo menos.o ps se não fosse sócrates tinha sido varrido do mapa neste eleições.raio de gente esta."
87132382548852736|36786482|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"“@apombalivre: Francisco Assis "Teria sido preferível Sócrates demitir-se um ano antes" do not like."|"“@apombalivre: francisco_assis "teria sido preferível sócrates demitir-se um ano antes" do not like."
87132153598582784|14284888|"jsocrates"|"josé sócrates"|-1|"Targets: josé sócrates;Quoted sentiment:  "deus ex machina a bode expiatório" "|"#PS: Que José Sócrates, não passe de "Deus ex machina a bode expiatório" António costa - Ora nem mais. É porque se assim fôr adeus partido."|"#ps: que josé_sócrates, não passe de "deus ex machina a bode expiatório" antónio_costa - ora nem mais. é porque se assim fôr adeus partido."
87132034715222016|17637572|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:lixar(-1) incompetentes(-1) ; score:-2;"|"@filipelib Queriam lixar Sócrates? Uma cambada de incompetentes, nem um dossier incriminatório como deve ser souberam fazer"|"@filipelib queriam lixar sócrates? uma cambada de incompetentes, nem um dossier incriminatório como deve ser souberam fazer"
87131421772230656|17637572|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:nada(0) trabalhista(0) inglês(0) ; score:0;"|"@filipelib Até a Scotland Yard investigou Sócrates no caso Freeport e não encontrou nada. É pq o gov inglês era Trabalhista? Só se for"|"@filipelib até a scotland yard investigou sócrates no caso freeport e não encontrou nada. é pq o gov inglês era trabalhista? só se for"
87130650288717824|14284888|"jsocrates"|"sócrates"|1|"Targets: sócrates; sentiTokens:público(0) presta(1) ; score:1;"|"@marcocandeias Tenha ou não razão.Francisco assis devia ter dito o que disse a Sócrates.Dizer agora em público não presta.É mauzito."|"@marcocandeias tenha ou não razão.francisco_assis devia ter dito o que disse a sócrates.dizer agora em público não presta.é mauzito."
87130493665021952|17637572|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:socialista(0) ; score:0;"|"RT @apombalivre: Alguém que explique ao partido socialista que não lhe vai fazer bem nenhum aparecer a atraiçoar Sócrates. É que nunca m ..."|"rt @apombalivre: alguém que explique ao partido socialista que não lhe vai fazer bem nenhum aparecer a atraiçoar sócrates. é que nunca m ..."
87130448312008705|292346437|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:nada(0) ; score:0;"|"'Então o Sócrates licenciou-se na minha universidade (...) até fez a minha cadeira e eu nunca soube de nada?’ http://t.co/rmfKWOV"|"'então o sócrates licenciou-se na minha universidade (...) até fez a minha cadeira e eu nunca soube de nada?’ http://t.co/rmfkwov"
87130384499871744|14284888|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:socialista(0) ; score:0;"|"Alguém que explique ao partido socialista que não lhe vai fazer bem nenhum aparecer a atraiçoar Sócrates. É que nunca mais ganham eleições."|"alguém que explique ao partido socialista que não lhe vai fazer bem nenhum aparecer a atraiçoar sócrates. é que nunca mais ganham eleições."
87130196041412608|17637572|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"RT @apombalivre: Francisco Assis "Teria sido preferível Sócrates demitir-se um ano antes" -Arre.Esta saiu~lhe muito mal .E parece ainda  ..."|"rt @apombalivre: francisco_assis "teria sido preferível sócrates demitir-se um ano antes" -arre.esta saiu~lhe muito mal .e parece ainda  ..."
87130136868159488|14284888|"jsocrates"|"sócrates"|-1|"Targets: sócrates; sentiTokens:pior(-1) nada(0) ; score:-1;"|"Francisco Assis "Teria sido preferível Sócrates demitir-se um ano antes" -Arre.Esta saiu~lhe muito mal .E parece ainda pior. Não gosto nada."|"francisco assis "teria sido preferível sócrates demitir-se um ano antes" -arre.esta saiu~lhe muito mal .e parece ainda pior. não gosto nada."
87128102823665664|16127941|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"n quis dizer Sócrates? “@SolOnline: Mário Soares diz que Cavaco ficou 'estranhamente' em silêncio http://t.co/jJlN8uH”"|"n quis dizer sócrates? “@solonline: mário_soares diz que cavaco ficou 'estranhamente' em silêncio http://t.co/jjln8uh”"
87119802061172736|81070140|"jsocrates"|"sócrates"|1|"Targets: sócrates; sentiTokens:novo(0) diferente(0) novas(0) modernas(1) ; score:1;"|"@paulopedroso Diria que precisam de ambos: de um novo homem, diferente de Sócrates e de novas políticas, mais modernas e menos neoliberais."|"@paulopedroso diria que precisam de ambos: de um novo homem, diferente de sócrates e de novas políticas, mais modernas e menos neoliberais."
87118693867339776|81070140|"jsocrates"|"josé sócrates"|0|"Targets: passos coelho,josé sócrates; sentiTokens:curto(0) ; score:0;"|"Interessante! Vale o curto tempo que demora a ler. RT @ExpressoOnline Passos Coelho, afinal, é fã de José Sócrates http://t.co/5zZKt35"|"interessante! vale o curto tempo que demora a ler. rt @expressoonline passos_coelho, afinal, é fã de josé_sócrates http://t.co/5zzkt35"
